house_id,zipcode,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,price,date
7936000252,98116,2.0,1.0,1050.0,7500.0,1.5,0.0,3.0,4,6,1050.0,0.0,1910,0.0,47.5577,-122.399,2540.0,13680.0,521000.0,2015-05-11
9266700190,98103,1.0,1.0,390.0,2000.0,1.0,0.0,0.0,4,6,390.0,0.0,1920,0.0,47.6938,-122.347,1340.0,5100.0,245000.0,2015-05-11
6798100070,98125,3.0,1.0,1220.0,8040.0,1.5,0.0,0.0,3,7,1220.0,0.0,1965,0.0,47.7133,-122.308,1360.0,8040.0,467000.0,2015-05-11
1732800199,98119,2.0,2.5,1680.0,977.0,3.0,0.0,0.0,3,9,1680.0,0.0,2009,0.0,47.632,-122.361,1680.0,977.0,935000.0,2015-05-11
2877103615,98103,4.0,1.75,2370.0,5000.0,1.5,0.0,2.0,3,8,1770.0,600.0,1919,0.0,47.6779,-122.357,2100.0,4550.0,870000.0,2015-05-11
5583200345,98118,2.0,1.0,750.0,4000.0,1.0,0.0,0.0,4,6,750.0,0.0,1926,0.0,47.5547,-122.272,1120.0,5038.0,422000.0,2015-05-11
6324000090,98116,2.0,1.0,990.0,8140.0,1.0,0.0,0.0,1,6,990.0,0.0,1910,0.0,47.5828,-122.382,2150.0,5000.0,210000.0,2015-05-11
5540800100,98103,3.0,1.0,910.0,6630.0,1.0,0.0,0.0,4,6,910.0,0.0,1912,0.0,47.6947,-122.346,950.0,5100.0,245000.0,2015-05-11
6046400755,98103,5.0,1.75,2020.0,5100.0,1.5,,0.0,5,7,1320.0,700.0,1911,0.0,47.6915,-122.345,1130.0,5100.0,475000.0,2015-05-11
5694501195,98103,1.0,1.0,720.0,2500.0,1.0,0.0,0.0,3,7,720.0,0.0,1910,0.0,47.6597,-122.345,1520.0,3750.0,438600.0,2015-05-11
3336001515,98118,4.0,1.0,1610.0,6000.0,1.5,,0.0,4,7,1510.0,100.0,1905,0.0,47.5261,-122.266,1430.0,6000.0,426250.0,2015-05-11
2917200645,98133,4.0,1.75,2020.0,6200.0,1.0,0.0,0.0,4,6,1010.0,1010.0,1948,0.0,47.7013,-122.35,1440.0,4158.0,575000.0,2015-05-11
2359300030,98115,3.0,1.0,910.0,5212.0,1.0,,0.0,3,7,910.0,0.0,1951,0.0,47.6742,-122.284,1520.0,6300.0,565000.0,2015-05-08
8944550050,98118,3.0,2.5,2080.0,3920.0,2.0,0.0,0.0,3,8,2080.0,0.0,2010,,47.5412,-122.286,2110.0,3710.0,448500.0,2015-05-08
8820903080,98125,2.0,1.0,910.0,5759.0,1.0,0.0,0.0,3,6,910.0,0.0,1951,0.0,47.7153,-122.284,1520.0,7518.0,455000.0,2015-05-08
6021502070,98117,2.0,1.0,1410.0,4500.0,1.0,0.0,0.0,3,7,1020.0,390.0,1939,0.0,47.6883,-122.384,1300.0,4500.0,600000.0,2015-05-08
2126049083,98125,2.0,1.0,1300.0,6617.0,1.0,0.0,0.0,3,7,1300.0,0.0,1986,,47.7238,-122.302,1820.0,7800.0,324500.0,2015-05-08
2920700220,98117,2.0,1.0,910.0,4191.0,1.0,0.0,0.0,3,6,910.0,0.0,1910,0.0,47.6929,-122.36,1480.0,6050.0,275000.0,2015-05-08
1109000175,98118,4.0,2.0,1950.0,3757.0,1.0,0.0,0.0,4,6,1160.0,790.0,1908,,47.5372,-122.269,1720.0,3757.0,370000.0,2015-05-08
8819900449,98105,2.0,1.0,1100.0,3975.0,1.0,0.0,0.0,3,7,900.0,200.0,1950,0.0,47.6701,-122.286,1110.0,4280.0,395000.0,2015-05-08
6450302545,98133,3.0,1.0,1280.0,5460.0,1.5,0.0,0.0,4,7,1280.0,0.0,1931,0.0,47.7321,-122.334,1390.0,5500.0,443000.0,2015-05-08
4443800505,98117,3.0,1.5,1810.0,3880.0,1.5,0.0,0.0,4,8,1310.0,500.0,1929,0.0,47.6835,-122.392,1400.0,3880.0,585000.0,2015-05-07
1453602283,98125,2.0,2.0,1320.0,1462.0,3.0,0.0,0.0,3,7,1320.0,0.0,1997,0.0,47.7223,-122.29,1430.0,1650.0,342000.0,2015-05-07
7165700110,98118,3.0,3.0,1390.0,1080.0,2.0,0.0,0.0,3,7,1140.0,250.0,2006,0.0,47.5325,-122.282,1450.0,1461.0,280000.0,2015-05-07
2767600635,98117,2.0,3.0,2020.0,5000.0,1.0,0.0,0.0,3,8,1350.0,670.0,1952,,47.6758,-122.375,1160.0,1118.0,742500.0,2015-05-07
8827901415,98105,3.0,1.5,1470.0,4480.0,1.0,0.0,0.0,4,7,1130.0,340.0,1918,0.0,47.6693,-122.291,2120.0,4480.0,613000.0,2015-05-07
9274200735,98116,4.0,1.75,2190.0,5060.0,1.0,0.0,0.0,3,7,1190.0,1000.0,1950,0.0,47.5846,-122.387,1510.0,4600.0,567500.0,2015-05-07
2887700560,98115,3.0,2.0,2080.0,4549.0,1.0,,0.0,5,7,1040.0,1040.0,1954,0.0,47.6886,-122.309,1620.0,4549.0,616500.0,2015-05-07
1797501275,98105,5.0,2.75,2670.0,4000.0,2.0,0.0,0.0,4,7,1800.0,870.0,1914,0.0,47.6711,-122.315,2460.0,4000.0,665000.0,2015-05-07
4217401035,98105,3.0,2.25,3290.0,5000.0,2.0,0.0,0.0,3,9,2730.0,560.0,1939,0.0,47.6582,-122.28,2340.0,4000.0,1480000.0,2015-05-07
6021500320,98117,4.0,1.75,2170.0,4600.0,1.0,0.0,0.0,3,7,1270.0,900.0,1950,0.0,47.6894,-122.384,1750.0,4000.0,709000.0,2015-05-07
7443000480,98119,4.0,2.0,2750.0,5527.0,2.0,0.0,0.0,3,8,2130.0,620.0,1901,19870.0,47.6513,-122.368,1290.0,1764.0,865000.0,2015-05-07
3179100180,98105,5.0,3.25,2920.0,6960.0,2.0,0.0,1.0,3,9,2120.0,800.0,1953,20080.0,47.6712,-122.272,2470.0,6735.0,1540000.0,2015-05-07
91000135,98103,4.0,1.5,2060.0,4000.0,1.5,0.0,2.0,3,7,1580.0,480.0,1920,19900.0,47.6857,-122.353,1160.0,4000.0,750000.0,2015-05-07
3333500151,98118,5.0,3.75,2980.0,4635.0,3.0,0.0,0.0,3,8,2980.0,0.0,1997,0.0,47.5508,-122.268,1100.0,5150.0,598200.0,2015-05-07
4229400015,98116,3.0,1.0,1030.0,4089.0,1.5,0.0,0.0,3,7,1030.0,0.0,1927,0.0,47.574,-122.385,1440.0,4917.0,570000.0,2015-05-07
6064800090,98118,3.0,2.25,1960.0,1985.0,2.0,0.0,0.0,3,7,1750.0,210.0,2003,0.0,47.5419,-122.289,1760.0,1985.0,365000.0,2015-05-07
2832100270,98125,4.0,1.5,1940.0,8970.0,1.5,0.0,0.0,3,7,1270.0,670.0,1980,,47.7297,-122.326,1960.0,8470.0,306888.0,2015-05-07
3812400070,98118,5.0,1.0,1410.0,6750.0,1.5,0.0,0.0,3,6,1410.0,0.0,1929,0.0,47.5453,-122.278,1360.0,6750.0,435000.0,2015-05-06
9310300215,98133,4.0,1.75,3130.0,18253.0,2.0,0.0,0.0,3,7,3130.0,0.0,1978,0.0,47.7402,-122.348,1850.0,12220.0,652500.0,2015-05-06
7129300595,98118,3.0,2.0,1090.0,6090.0,1.0,0.0,0.0,3,7,940.0,150.0,1940,,47.5118,-122.259,1840.0,6090.0,158000.0,2015-05-06
993002177,98103,3.0,2.5,1380.0,1547.0,3.0,0.0,0.0,3,8,1380.0,0.0,2000,,47.6908,-122.341,1380.0,1465.0,345000.0,2015-05-06
8835401250,98118,6.0,2.75,4430.0,6440.0,2.0,0.0,3.0,3,10,2680.0,1750.0,1964,20150.0,47.5462,-122.265,3530.0,7314.0,1490000.0,2015-05-06
2770604575,98119,3.0,1.75,1930.0,6000.0,1.0,0.0,0.0,3,8,1130.0,800.0,1956,0.0,47.6516,-122.375,1870.0,6000.0,560000.0,2015-05-06
7977200995,98115,3.0,2.0,1160.0,6120.0,1.0,0.0,0.0,3,7,1160.0,0.0,1947,0.0,47.6853,-122.293,1150.0,5100.0,506000.0,2015-05-06
7974200902,98115,4.0,2.5,1710.0,5000.0,1.0,0.0,0.0,3,8,1110.0,600.0,1979,0.0,47.6772,-122.285,1750.0,5304.0,637000.0,2015-05-06
6140600049,98133,2.0,2.0,1230.0,4800.0,2.0,0.0,0.0,3,7,1230.0,0.0,1952,20040.0,47.7145,-122.35,1560.0,7200.0,464000.0,2015-05-06
3265300410,98115,3.0,1.0,2150.0,8480.0,1.0,0.0,0.0,3,8,1610.0,540.0,1951,0.0,47.6996,-122.308,1620.0,5203.0,370000.0,2015-05-06
6064800060,98118,3.0,2.25,1960.0,1985.0,2.0,0.0,0.0,3,7,1750.0,210.0,2003,0.0,47.5417,-122.289,1760.0,1985.0,330000.0,2015-05-06
726049202,98133,3.0,1.0,1020.0,10200.0,1.0,0.0,0.0,4,7,1020.0,0.0,1954,0.0,47.7503,-122.348,1170.0,8188.0,335000.0,2015-05-06
4443800385,98117,2.0,1.0,1480.0,4080.0,1.0,0.0,0.0,3,7,1050.0,430.0,1949,0.0,47.6842,-122.393,1310.0,4080.0,778100.0,2015-05-06
7857003046,98118,5.0,3.0,2008.0,5050.0,1.0,0.0,0.0,3,7,1216.0,792.0,1992,,47.5376,-122.292,2040.0,5297.0,460000.0,2015-05-06
9161100795,98116,3.0,1.0,1240.0,5758.0,1.5,0.0,0.0,4,6,960.0,280.0,1910,0.0,47.5675,-122.396,1460.0,5750.0,476900.0,2015-05-06
1105000373,98118,2.0,1.5,1110.0,986.0,2.0,,0.0,3,7,950.0,160.0,2009,0.0,47.5427,-122.272,1110.0,3515.0,252500.0,2015-05-06
5100401441,98115,4.0,2.0,1720.0,5413.0,2.0,0.0,0.0,3,7,1470.0,250.0,1938,19800.0,47.6929,-122.321,1510.0,5413.0,495000.0,2015-05-06
2660500095,98118,4.0,1.0,1710.0,6050.0,1.5,0.0,0.0,3,7,1410.0,300.0,1913,0.0,47.5569,-122.288,1560.0,4950.0,715000.0,2015-05-06
2254501342,98122,2.0,1.5,1140.0,1149.0,2.0,0.0,0.0,3,7,940.0,200.0,2001,0.0,47.6124,-122.314,1460.0,1149.0,518000.0,2015-05-05
3213200180,98115,2.0,1.75,1530.0,4387.0,1.0,0.0,0.0,3,8,1020.0,510.0,1952,0.0,47.6726,-122.264,1870.0,5029.0,700180.0,2015-05-05
5100402606,98115,3.0,1.75,1090.0,6775.0,1.0,0.0,0.0,4,7,850.0,240.0,1950,0.0,47.6934,-122.321,1580.0,5760.0,680000.0,2015-05-05
9250900124,98133,4.0,1.0,1300.0,6075.0,1.0,0.0,0.0,5,7,1300.0,0.0,1954,,47.773,-122.349,1450.0,7320.0,378000.0,2015-05-05
59000201,98116,1.0,1.0,1940.0,6300.0,1.0,0.0,3.0,3,8,1940.0,0.0,1963,0.0,47.5782,-122.4,2560.0,6300.0,611206.0,2015-05-05
7228500037,98122,2.0,1.5,1190.0,1361.0,2.0,0.0,0.0,3,8,1190.0,0.0,2007,0.0,47.6161,-122.302,1280.0,3360.0,555000.0,2015-05-05
7518505375,98117,3.0,1.0,860.0,1664.0,1.5,0.0,0.0,3,7,860.0,0.0,1927,0.0,47.6761,-122.384,1540.0,4080.0,399900.0,2015-05-05
9412900055,98118,3.0,1.75,2390.0,6000.0,1.0,0.0,0.0,3,6,1240.0,1150.0,1908,0.0,47.5362,-122.268,2020.0,6000.0,405000.0,2015-05-05
1868901690,98115,3.0,1.75,2040.0,5000.0,1.5,0.0,0.0,3,7,1780.0,260.0,1924,0.0,47.6756,-122.299,1690.0,5000.0,600000.0,2015-05-05
952005863,98116,3.0,2.25,1760.0,2122.0,3.0,0.0,0.0,3,9,1760.0,0.0,2015,0.0,47.5633,-122.385,1420.0,1618.0,643950.0,2015-05-05
4218400671,98105,4.0,2.25,3530.0,5500.0,2.0,,0.0,3,8,2860.0,670.0,1940,0.0,47.6618,-122.273,2840.0,5500.0,1660000.0,2015-05-05
1787600252,98125,2.0,1.0,1150.0,6098.0,1.0,0.0,0.0,3,7,950.0,200.0,1948,0.0,47.7259,-122.328,1790.0,8455.0,282000.0,2015-05-05
441000065,98115,2.0,1.5,1290.0,5141.0,1.0,0.0,0.0,4,7,1050.0,240.0,1947,0.0,47.6878,-122.29,1290.0,5406.0,653000.0,2015-05-05
9178600055,98103,2.0,1.0,1140.0,3990.0,1.0,0.0,0.0,3,7,1140.0,0.0,1924,0.0,47.6554,-122.333,1800.0,5700.0,695000.0,2015-05-05
8121100015,98118,3.0,1.0,1070.0,3713.0,1.0,0.0,0.0,4,6,1070.0,0.0,1917,,47.5683,-122.285,1290.0,3960.0,550000.0,2015-05-05
3693901801,98117,3.0,2.0,940.0,5000.0,1.0,,0.0,3,7,880.0,60.0,1941,0.0,47.6771,-122.398,1420.0,5000.0,575000.0,2015-05-05
1797500530,98115,1.0,1.0,1220.0,4160.0,1.0,0.0,0.0,3,7,1220.0,0.0,1922,,47.6746,-122.315,1970.0,4200.0,655100.0,2015-05-05
5249804760,98118,2.0,1.0,930.0,5760.0,1.0,0.0,0.0,3,6,730.0,200.0,1917,0.0,47.5598,-122.266,1970.0,5760.0,479500.0,2015-05-05
9471200265,98105,4.0,3.25,3960.0,16224.0,2.0,0.0,2.0,3,12,3100.0,860.0,1938,0.0,47.6701,-122.259,3960.0,15050.0,2500000.0,2015-05-05
2856101755,98117,3.0,2.0,1700.0,5100.0,1.5,,0.0,4,7,1500.0,200.0,1924,,47.679,-122.39,1700.0,5100.0,712000.0,2015-05-04
4078300050,98125,3.0,2.75,2910.0,3094.0,2.0,0.0,2.0,5,7,2010.0,900.0,1939,0.0,47.7071,-122.276,2400.0,7530.0,780000.0,2015-05-04
1211000280,98122,2.0,1.0,750.0,4500.0,1.0,0.0,0.0,3,6,750.0,0.0,1945,0.0,47.607,-122.297,1540.0,4000.0,295000.0,2015-05-04
9828701488,98122,2.0,1.0,880.0,1165.0,2.0,0.0,0.0,3,8,880.0,0.0,2005,,47.6192,-122.297,1640.0,3825.0,360000.0,2015-05-04
8730000260,98133,2.0,2.75,1370.0,1140.0,2.0,0.0,0.0,3,8,1080.0,290.0,2009,0.0,47.7053,-122.342,1370.0,1090.0,369950.0,2015-05-04
1443500395,98118,3.0,1.5,1060.0,6232.0,1.0,0.0,0.0,4,7,1060.0,0.0,1968,0.0,47.5329,-122.271,1120.0,5379.0,360000.0,2015-05-04
2513500010,98103,2.0,1.0,990.0,4000.0,1.0,0.0,0.0,4,7,990.0,0.0,1911,0.0,47.6589,-122.341,1560.0,4000.0,747000.0,2015-05-04
6145600855,98133,4.0,1.75,1920.0,3844.0,1.0,0.0,0.0,3,7,1170.0,750.0,1967,0.0,47.7041,-122.353,1480.0,3844.0,502000.0,2015-05-04
4370700065,98115,3.0,2.25,2850.0,6281.0,2.0,0.0,2.0,4,7,1900.0,950.0,1947,,47.6911,-122.326,1680.0,7006.0,907500.0,2015-05-04
3448001975,98125,1.0,0.75,930.0,6600.0,1.0,0.0,0.0,3,6,930.0,0.0,1924,0.0,47.7127,-122.296,1590.0,6600.0,351000.0,2015-05-04
9187200045,98122,4.0,1.5,2120.0,5000.0,2.0,0.0,0.0,4,8,2120.0,0.0,1900,0.0,47.6024,-122.296,1830.0,5000.0,625000.0,2015-05-04
1443500925,98118,2.0,1.0,1140.0,11480.0,1.0,0.0,0.0,3,6,1140.0,0.0,1907,0.0,47.5328,-122.274,1550.0,8150.0,455000.0,2015-05-04
2771601940,98119,3.0,1.0,2280.0,4600.0,1.0,0.0,2.0,3,8,1250.0,1030.0,1936,0.0,47.6378,-122.372,1910.0,4000.0,850000.0,2015-05-04
9828201745,98122,2.0,1.5,880.0,2400.0,1.5,0.0,0.0,3,7,880.0,0.0,1929,0.0,47.6144,-122.295,1220.0,4440.0,615000.0,2015-05-04
9828200746,98122,2.0,1.5,1120.0,1024.0,2.0,0.0,0.0,3,8,1120.0,0.0,1970,19980.0,47.6175,-122.298,1120.0,1549.0,440000.0,2015-05-04
7518500855,98117,4.0,2.0,1400.0,4690.0,1.5,,0.0,4,7,1400.0,0.0,1945,0.0,47.6826,-122.378,1400.0,4690.0,658600.0,2015-05-04
2652501630,98109,3.0,1.5,1410.0,3600.0,1.0,0.0,0.0,3,7,1410.0,0.0,1906,0.0,47.6402,-122.357,1370.0,3600.0,626700.0,2015-05-04
9547205660,98115,3.0,2.25,1700.0,2800.0,2.0,0.0,0.0,5,7,1150.0,550.0,1926,,47.6819,-122.311,1500.0,3400.0,603000.0,2015-05-04
2464400280,98115,4.0,3.5,2850.0,2910.0,2.0,0.0,2.0,3,8,1970.0,880.0,1905,,47.6855,-122.321,1460.0,3880.0,710000.0,2015-05-04
1895000045,98118,2.0,1.0,820.0,5100.0,1.0,0.0,0.0,3,6,820.0,0.0,1953,0.0,47.5156,-122.262,1170.0,5304.0,195000.0,2015-05-04
1231000510,98118,3.0,1.75,1490.0,3800.0,1.0,0.0,0.0,3,6,700.0,790.0,1913,0.0,47.5554,-122.27,2180.0,4000.0,510000.0,2015-05-04
4083306345,98103,4.0,1.5,2100.0,4560.0,1.5,0.0,0.0,4,8,2100.0,0.0,1912,,47.6497,-122.336,1930.0,4560.0,1000000.0,2015-05-04
6300000226,98133,4.0,1.0,1200.0,2171.0,1.5,0.0,0.0,3,7,1200.0,0.0,1933,0.0,47.7076,-122.342,1130.0,1598.0,380000.0,2015-05-04
1257201010,98103,2.0,1.0,1510.0,4080.0,1.0,0.0,0.0,3,7,1010.0,500.0,1923,0.0,47.6742,-122.329,1660.0,4080.0,698000.0,2015-05-04
1604600540,98118,3.0,1.0,1430.0,5960.0,1.5,0.0,0.0,4,7,1430.0,0.0,1917,0.0,47.562,-122.289,1140.0,3960.0,450000.0,2015-05-04
9137101696,98115,3.0,2.5,1660.0,1692.0,3.0,0.0,0.0,3,7,1610.0,50.0,2005,,47.6801,-122.322,1210.0,1230.0,605000.0,2015-05-04
626049058,98133,5.0,2.5,2570.0,17234.0,1.0,0.0,0.0,3,7,1300.0,1270.0,1959,0.0,47.7753,-122.355,1760.0,7969.0,275000.0,2015-05-04
5273200060,98115,3.0,1.5,1750.0,5400.0,1.0,0.0,0.0,4,7,1050.0,700.0,1952,0.0,47.6799,-122.279,1750.0,5400.0,716528.0,2015-05-04
3126049107,98103,2.0,1.0,1640.0,5515.0,1.0,,0.0,4,7,940.0,700.0,1926,0.0,47.6912,-122.334,2054.0,5515.0,577500.0,2015-05-03
1226039058,98133,4.0,1.75,2520.0,11017.0,1.0,0.0,0.0,4,7,1320.0,1200.0,1956,0.0,47.7604,-122.356,1660.0,8775.0,425000.0,2015-05-03
2708100130,98103,2.0,1.0,1070.0,3000.0,1.0,0.0,0.0,4,7,870.0,200.0,1926,0.0,47.6828,-122.353,1890.0,3300.0,550000.0,2015-05-03
7015200136,98119,5.0,1.0,2010.0,5210.0,1.5,0.0,0.0,3,9,1890.0,120.0,1927,0.0,47.6501,-122.37,2330.0,5000.0,1000000.0,2015-05-03
7518507580,98117,2.0,1.0,1170.0,4080.0,1.0,0.0,0.0,4,7,1170.0,0.0,1909,0.0,47.6784,-122.386,1560.0,4586.0,581000.0,2015-05-02
9521101315,98103,3.0,1.0,1310.0,5000.0,1.5,0.0,0.0,3,7,1310.0,0.0,1906,0.0,47.6624,-122.347,1530.0,4800.0,600000.0,2015-05-01
2026049125,98125,2.0,2.0,1030.0,2271.0,3.0,0.0,0.0,3,7,1030.0,0.0,1999,0.0,47.7263,-122.314,1439.0,1387.0,310000.0,2015-05-01
6140100028,98133,3.0,1.75,1496.0,1423.0,2.0,0.0,0.0,3,8,1248.0,248.0,2006,0.0,47.715,-122.355,1460.0,1423.0,370000.0,2015-05-01
7974700150,98105,5.0,3.5,3510.0,4798.0,2.0,0.0,0.0,3,10,2700.0,810.0,2008,0.0,47.669,-122.282,1460.0,1684.0,1250000.0,2015-05-01
7896300070,98118,4.0,1.0,1290.0,6034.0,1.0,0.0,0.0,3,6,1050.0,240.0,1950,,47.5223,-122.286,1060.0,6034.0,265000.0,2015-05-01
461002025,98117,2.0,2.0,1300.0,2500.0,1.0,0.0,0.0,4,7,770.0,530.0,1926,0.0,47.6831,-122.373,1160.0,5000.0,501000.0,2015-05-01
3336000050,98118,6.0,3.0,3560.0,4290.0,1.0,,0.0,4,7,1780.0,1780.0,1957,0.0,47.5282,-122.269,3040.0,6000.0,435000.0,2015-05-01
2705600069,98117,3.0,2.25,1310.0,1264.0,3.0,0.0,0.0,3,8,1310.0,0.0,2014,0.0,47.6987,-122.366,1330.0,2183.0,514950.0,2015-05-01
4221900030,98105,2.0,1.0,890.0,5000.0,1.0,,0.0,3,7,890.0,0.0,1943,,47.6666,-122.279,1680.0,5000.0,682000.0,2015-05-01
1794501390,98119,3.0,1.5,2540.0,2700.0,2.0,0.0,0.0,4,8,1630.0,910.0,1922,,47.637,-122.361,2520.0,5400.0,1190000.0,2015-05-01
6450300605,98133,3.0,2.0,1750.0,2550.0,1.0,,0.0,3,7,1750.0,0.0,1955,0.0,47.7329,-122.343,1370.0,1533.0,410000.0,2015-05-01
1566100555,98115,4.0,2.0,2280.0,8339.0,1.0,0.0,0.0,4,7,1220.0,1060.0,1954,0.0,47.6986,-122.297,1970.0,8340.0,721000.0,2015-05-01
2267000458,98117,3.0,2.5,1220.0,1475.0,3.0,0.0,0.0,3,8,1220.0,0.0,2000,,47.6909,-122.395,1220.0,1546.0,497000.0,2015-05-01
1703900005,98118,3.0,1.0,1210.0,4872.0,1.0,0.0,0.0,4,6,1210.0,0.0,1949,0.0,47.5551,-122.273,1070.0,4872.0,465000.0,2015-05-01
1931300010,98103,2.0,1.0,1170.0,2800.0,1.5,,0.0,4,5,1170.0,0.0,1905,0.0,47.6574,-122.345,1660.0,4996.0,562500.0,2015-05-01
328000182,98115,3.0,3.25,1876.0,1531.0,3.0,0.0,0.0,3,9,1876.0,0.0,2009,,47.6864,-122.265,1876.0,1533.0,613500.0,2015-05-01
6378500125,98133,2.0,1.0,1040.0,7538.0,1.0,,0.0,4,7,1040.0,0.0,1939,0.0,47.7107,-122.352,1440.0,7530.0,436000.0,2015-05-01
5101406489,98125,3.0,2.0,1400.0,6380.0,1.0,0.0,0.0,4,7,700.0,700.0,1924,0.0,47.7015,-122.316,1690.0,5800.0,432000.0,2015-05-01
3935900005,98125,4.0,2.25,2740.0,11343.0,1.0,0.0,2.0,5,10,1980.0,760.0,1953,0.0,47.7117,-122.278,2790.0,10027.0,1040000.0,2015-05-01
9276200635,98116,3.0,1.75,1840.0,4255.0,1.0,0.0,0.0,3,7,940.0,900.0,1907,20050.0,47.58,-122.392,1600.0,4255.0,645000.0,2015-04-30
7996700220,98133,2.0,2.25,1640.0,2240.0,2.0,0.0,0.0,3,8,1640.0,0.0,1980,0.0,47.7154,-122.341,1640.0,2240.0,375000.0,2015-04-30
3876900089,98119,3.0,1.75,1470.0,873.0,3.0,0.0,0.0,3,10,1470.0,0.0,2009,0.0,47.6256,-122.362,1410.0,967.0,687015.0,2015-04-30
3448001412,98125,2.0,1.5,988.0,1080.0,3.0,,0.0,3,7,988.0,0.0,2007,0.0,47.7123,-122.301,1128.0,1080.0,295000.0,2015-04-30
